Nama,Harga,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Sertifikat,Daya Listrik,Kamar Tidur Pembantu,Kamar Mandi Pembantu,Garasi,Jumlah Lantai,Kondisi Properti
Dijual Rumah Rapi Furnished Siap Huni Citra Garden 2,"Rp 1,65 Miliar",5,1,90 m²,110 m²,0,SHM,3500 Watt,0,0,0,1,0
"Dijual Rumah 2lt Ready Stock, Little Santorini Citra Garden 2","Rp 2,3 Miliar",3,1,83 m²,130 m²,0,SHM,Lainnya,0,0,0,3,0
Dijual Rumah Mewah Kelapa Gading Sudah Renovasi,"Rp 6,5 Miliar",2,3,231 m²,250 m²,0,SHM,Lainnya,0,0,0,1,0
Rumah Brand New Aria Puri Green Lake Jakarta Barat,"Rp 2,5 Miliar",3,24,66 m²,120 m²,0,SHM,Lainnya,0,0,0,1,0
Dijual Cepat Rumah Bagus Minimalis di Kelapa Gading,"Rp 2,4 Miliar",6,2,108 m²,124 m²,0,SHM,5500 Watt,0,0,0,1,0
"Dijual Rumah Baru 3lt Shgb Akses Strategis di Citra 2ext, Jakbar","Rp 5,95 Miliar",24,1,200 m²,465 m²,0,HGB,Lainnya,0,0,0,3,0
Rumah Baru Termurah 2 Lantai Shm Duri Kosambi,Rp 990 Juta,4,4,52 m²,100 m²,0,SHM,Lainnya,0,0,0,2,0
"Rumah 1 Lantai Siap Huni Nego Sampai Jadi Di Cipete Utara, Kebayoran Baru",Rp 800 Juta,4,4,40 m²,30 m²,0,SHM,6600 Watt,0,0,0,1,0
Dijual 2 Lantai Di Kalisari Cijantung Jakarta Timur,"Rp 2,5 Miliar",4,2,180 m²,280 m²,0,SHM,Lainnya,0,0,0,2,0
Dijual/Disewa Rumah Citra 6 Kalideres Jakarta Barat Citra Garden 6,"Rp 3,3 Miliar",4,6,96 m²,110 m²,0,Lainnya,6600 Watt,0,0,0,2,0
Rumah Modern Brand New Lokasi Strategis,"Rp 5,5 Miliar",3,3,200 m²,373 m²,0,SHM,Lainnya,0,0,0,1,0
Rumah Asri Taman Luas Dekat Kemang,Rp 25 Miliar,18,3,1050 m²,1000 m²,0,SHM,Lainnya,0,0,0,3,0
Dijual/Disewa Rumah Citra 6 Kalideres Jakarta Barat Citra Garden 6,"Rp 3,3 Miliar",4,2,96 m²,110 m²,0,Lainnya,Lainnya,0,0,0,4,0
Rumah Modern Brand New Lokasi Strategis,"Rp 5,5 Miliar",3,2,200 m²,373 m²,0,SHM,Lainnya,0,0,0,1,0
Rumah Asri Taman Luas Dekat Kemang,Rp 25 Miliar,3,4,1050 m²,1000 m²,0,SHM,Lainnya,0,0,0,1,0
Rumah Mewah Siap Huni Cocok Untuk Hunian dan Kantor,Rp 33 Miliar,2,3,910 m²,800 m²,0,SHM,Lainnya,0,0,0,1,0
Rumah Cocok Untuk Kosan di Jati Padang Dekat Kampus dan Perkantoran,Rp 12 Miliar,4,2,321 m²,450 m²,0,SHM,Lainnya,0,0,0,1,0
Rumah Keren Gaya Resort Tropical Area Premium Cipete Dekat Mrt,Rp 38 Miliar,3,7,864 m²,796 m²,0,SHM,6600 Watt,0,0,0,1,0
Cipete Selatan Rumah klasih megah jalan utama Abdul Majid,Rp 20 Miliar,4,4,919 m²,750 m²,0,Lainnya,Lainnya,0,0,0,1,0
Rumah Mewah Di Tanjung Mas Raya Dengan Halaman Belakang Yang Luas,Rp 17 Miliar,5,3,600 m²,400 m²,0,SHM,Lainnya,0,0,0,2,0
Rumah Minimalis 2 Lantai Taman Luas Dekat Cipete Raya,"Rp 13,5 Miliar",4,5,400 m²,300 m²,0,SHM,Lainnya,0,0,0,2,0
Rumah Mewah Di Tanjung Mas Raya Dekat Akses Stasiun,Rp 18 Miliar,2,2,600 m²,800 m²,0,SHM,Lainnya,0,0,0,1,0
"Rumah siap huni, pencahayaan terang & sirkulasi udara baik","Rp 10,9 Miliar",5,5,400 m²,252 m²,0,SHM,Lainnya,0,0,0,3,0
"Rumah siap huni, pencahayaan terang & sirkulasi udara baik","Rp 11,9 Miliar",3,3,400 m²,252 m²,0,SHM,Lainnya,0,0,0,2,0
Rumah Mewah Modern Tropis 2 laintai Vibes Resort Lokasi Strategis,Rp 25 Miliar,5,3,1349 m²,1344 m²,0,SHM,6600 Watt,0,0,0,2,0
Cipete Rumah Menjanjikan Buat Hunian Usaha Dekat Fatmawati,"Rp 9,5 Miliar",4,2,416 m²,350 m²,0,SHM,Lainnya,0,0,0,2,0
Rumah Minimalis 2 Lantai Siap Huni Dalam Komplek,Rp 13 Miliar,4,5,550 m²,450 m²,0,SHM,Lainnya,0,0,0,3,0
Rumah Hitung Tanah Dekat Cipete Raya,Rp 20 Miliar,4,2,705 m²,675 m²,0,SHM,2200 Watt,0,0,0,3,0
Dijual Rumah Modern di Cluster Metland Menteng Cakung Jaktim,"Rp 1,65 Miliar",4,2,112 m²,72 m²,0,SHM,3500 Watt,0,0,0,2,0
Dijual Cepat Rumah Luas di Cempaka Putih Jakarta Pusat,Rp 15 Miliar,3,3,382 m²,429 m²,0,SHM,7700 Watt,0,0,0,1,0
Rumah modern classic di cempaka putih jakarta pusat,"Rp 5,8 Miliar",3,2,150 m²,250 m²,0,SHM,3500 Watt,0,0,0,2,0
Jual Cepat Rumah Hitung Tanah Bentuk Kotak Di Sektor 2 Bintaro,"Rp 1,5 Miliar",3,4,107 m²,102 m²,0,SHM,2200 Watt,0,0,0,5,0
Cipete Rumah Menjanjikan Buat Hunian Usaha Dekat Fatmawati,"Rp 9,5 Miliar",10,3,416 m²,350 m²,0,SHM,3500 Watt,0,0,0,2,0
Rumah Minimalis 2 Lantai Siap Huni Dalam Komplek,Rp 13 Miliar,4,2,550 m²,450 m²,0,SHM,2200 Watt,0,0,0,3,0
Rumah Hitung Tanah Dekat Cipete Raya,Rp 20 Miliar,2,3,705 m²,675 m²,0,SHM,2200 Watt,0,0,0,2,0
Dijual Rumah Modern di Cluster Metland Menteng Cakung Jaktim,"Rp 1,65 Miliar",4,2,112 m²,72 m²,0,SHM,2200 Watt,0,0,0,2,0
Dijual Cepat Rumah Luas di Cempaka Putih Jakarta Pusat,Rp 15 Miliar,4,4,382 m²,429 m²,0,SHM,2200 Watt,0,0,0,2,0
Rumah modern classic di cempaka putih jakarta pusat,"Rp 5,8 Miliar",3,2,150 m²,250 m²,0,SHM,Lainnya,0,0,0,2,0
Jual Cepat Rumah Hitung Tanah Bentuk Kotak Di Sektor 2 Bintaro,"Rp 1,5 Miliar",3,3,107 m²,102 m²,0,SHM,3500 Watt,0,0,0,2,0
Rumah Cantik Terawat Depan Taman Dalam Custer Elite Di Veteran,"Rp 3,65 Miliar",4,2,124 m²,120 m²,0,HGB,2200 Watt,0,0,0,2,0
Rumah Minimalis Modern 3 Lt Dalam Cluster One Gate Di Sektor 5,"Rp 1,8 Miliar",4,4,75 m²,120 m²,0,SHM,Lainnya,0,0,0,2,0
Rumah American Classic With Private Pool Di Menteng Bintaro,"Rp 10,5 Miliar",3,5,255 m²,418 m²,0,SHM,Lainnya,0,0,0,2,0
Rumah Di Jalan Utama Strategis Cocok Untuk Usaha Di Sektor 2,"Rp 3,87 Miliar",3,3,250 m²,200 m²,0,SHM,2200 Watt,0,0,0,2,0
Turun Harga Rumah Baru Renovasii Di Sektor 3a Dekat Akses Tol,"Rp 2,4 Miliar",4,4,135 m²,150 m²,0,SHM,Lainnya,0,0,0,2,0
Rumah Mewah Brand New Metland Puri Lokasi Strategis,"Rp 2,79 Miliar",5,4,100 m²,160 m²,0,SHM,4400 Watt,0,0,0,2,0
Rumah Bagus 2 Lantai Lebar 8 Di Citra Garden 5,"Rp 2,5 Miliar",5,2,128 m²,160 m²,0,SHM,5500 Watt,0,0,0,2,0
Rumah Baru Mewah 2 Lantai Lebar 8 Citra Garden 1,"Rp 2,75 Miliar",4,3,120 m²,216 m²,0,SHM,5500 Watt,0,0,0,2,0
Rumah 2lt 7x17 119m 3KT Cluster La Seine Jgc Jakarta Garden City,Rp 2 Miliar,6,4,119 m²,86 m²,0,Lainnya,2200 Watt,0,0,0,1,0
Rumah 2lt 6x15 90m 2KT Cluster La Seine Jgc Jakarta Garden City,"Rp 1,49 Miliar",3,2,90 m²,63 m²,0,PPJB,2200 Watt,0,0,0,1,0
"Rumah Turun Harga Cocok Untuk Usaha di Pejagalan, Tambora Jakarta Barat","Rp 4,5 Miliar",6,5,253 m²,550 m²,0,SHM,5500 Watt,0,0,0,1,0
"Rumah 2 Lantai Bagus Cluster Europe di Green Lake City, Jakarta Barat","Rp 2,4 Miliar",4,2,90 m²,120 m²,0,SHM,5500 Watt,0,0,0,1,0
Bu Rumah Termurah Taman Palem Lestari di Cengkareng Jakarta Barat,Rp 975 Juta,4,5,56 m²,140 m²,0,SHM,2200 Watt,0,0,0,2,0
Dijual Cepat Rumah Citra 2 SHM Harga Nego di Kalideres Jakarta Barat,"Rp 2,9 Miliar",5,3,250 m²,300 m²,0,SHM,3500 Watt,0,0,0,3,0
Rumah Siap Huni 2 Lantai di Kebon Jeruk Indah Dekat Jalan Panjang,"Rp 3,7 Miliar",2,1,225 m²,200 m²,0,SHM,2200 Watt,0,0,0,2,0
Jual Cepat Rumah Citra Garden 5 Harga Nego di Kalideres Jakarta Barat,"Rp 1,8 Miliar",8,2,120 m²,180 m²,0,Lainnya,3300 Watt,0,0,0,3,0
Dijual Cepat Rumah Citra 1 Harga Nego di Kalideres Jakarta Barat,Rp 900 Juta,4,1,60 m²,75 m²,0,Lainnya,2200 Watt,0,0,0,4,0
Rumah Kavling Polri 2¼ Lantai Komplek Jelambar,"Rp 5,2 Miliar",2,3,208 m²,350 m²,0,SHM,23000 Watt,0,0,0,3,0
"Rumah Kost Baru 4lantai Siap Take Over Pinggir Jalan Raya, Tanjung Duren, Jakarta Barat","Rp 6,5 Miliar",3,1,112 m²,388 m²,0,SHM,5500 Watt,0,0,0,3,0
"Rumah 2 Lantai Siap Huni Gelong, Tanjung Duren, Jakarta Barat","Rp 5,25 Miliar",3,7,139 m²,200 m²,0,SHM,2200 Watt,0,0,0,2,0
Rumah Baru 3lt,"Rp 2,6 Miliar",4,3,70 m²,150 m²,0,Lainnya,5500 Watt,0,0,0,2,0
Rumah Hook Brand New 3½Lantai Jelambar Jakarta Barat,"Rp 2,7 Miliar",3,9,75 m²,160 m²,0,SHM,Lainnya,0,0,0,3,0
"Jual Cepat! Rumah Cantik 3 Lt Bebas Banjir Dekat Tanjung Duren, Jakarta Barat","Rp 2,5 Miliar",6,3,100 m²,200 m²,0,SHM,2200 Watt,0,0,0,2,0
"Rumah 3lt Strategis Taman Kedoya Baru, Jakarta Barat",Rp 3 Miliar,4,3,90 m²,180 m²,0,SHM,Lainnya,0,0,0,2,0
RUMAH KOST LAMA DIBELAKANG RS SATYA NEGARA SUNTER,"Rp 4,5 Miliar",7,4,168 m²,200 m²,0,SHM,2200 Watt,0,0,0,2,0
"RUMAH 3 LANTAI FULL FURNISH CLUSTER JIMBARAN ANCOL,  JAKARTA UTARA",Rp 5 Miliar,4,2,208 m²,300 m²,0,SHM,Lainnya,0,0,0,2,0
"RUMAH BARU DIBAWAH 2M! BEBAS BANJIR DURI KEPA DEKAT TANJUNG DUREN, JAKARTA BARAT","Rp 1,8 Miliar",5,2,52 m²,96 m²,0,SHM,2200 Watt,0,0,0,2,0
"RUMAH 3 LANTAI SEMI FURNISH DURI KEPA, JAKARTA BARAT",Rp 3 Miliar,5,2,97 m²,138 m²,0,SHM,5500 Watt,0,0,0,2,0
"RUMAH DURI KEPA, JAKARTA BARAT 1 LT BEBAS BANJIR","Rp 4,39 Miliar",4,4,216 m²,200 m²,0,SHM,4400 Watt,0,0,0,2,0
"Rumah Plus Kolam Renang Selangkah Mall Central Park Tanjung Duren, Jakarta Barat",Rp 11 Miliar,4,3,416 m²,600 m²,0,SHM,11000 Watt,0,0,0,2,0
"RUMAH HOEK GREENVILLE, JAKARTA BARAT 2LT STRATEGIS DEKAT JAKARTA BUAH","Rp 6,49 Miliar",3,2,270 m²,270 m²,0,SHM,2200 Watt,0,0,0,4,0
"RUMAH DURI KEPA FURNISH LEBAR JALAN BESAR DEKAT TJ DUREN, JAKARTA BARAT","Rp 2,5 Miliar",2,3,135 m²,210 m²,0,SHM,2200 Watt,0,0,0,2,0
"Rumah Hoek Luas Bagus Strategis Meruya Ilir Kebun Jeruk, Jakarta Barat","Rp 5,5 Miliar",6,5,287 m²,500 m²,0,SHM,2200 Watt,0,0,0,2,0
Citralake Villa Lokasi Strategis Dan Fasilitas Lengkap di Jakarta Barat,"Rp 13,1 Miliar",4,3,135 m²,336 m²,0,Lainnya,11000 Watt,0,0,0,3,0
"RUMAH BARU 4 LANTAI RAPI SIAP HUNI DI DALAM KOMPLEK JELAMBAR SWADAYA, GROGOL PETAMBURAN, JAKARTA BARAT. LOKASI STRATEGIS DEKAT HALTE TRANSJAKARTA DAN STASIUN KERETA","Rp 3,3 Miliar",3,4,80 m²,165 m²,0,SHM,3500 Watt,0,0,0,2,0
Turun Harga Rumah Citra 2 Extension Akses Jalan Utama di Kalideres Jakarta Barat,"Rp 5,95 Miliar",6,3,200 m²,465 m²,0,HGB,3500 Watt,0,0,0,2,0
Jual Cepat Rumah Murah Kondisi Gress Bebas Banjir di Taman Palem Lestari Jakarta Barat,"Rp 1,75 Miliar",4,3,90 m²,132 m²,0,SHM,4400 Watt,0,0,0,2,0
Rumah Baru Citra 6 Hoek Murah di Kalideres Jakarta Barat,"Rp 7,15 Miliar",5,4,143 m²,302 m²,0,SHM,5500 Watt,0,0,0,3,0
Dijual Rumah Siap Huni Sudah Rapi Lokasi Strategis di Citra 7 Jakarta Barat,"Rp 3,5 Miliar",5,3,120 m²,240 m²,0,SHM,7700 Watt,0,0,0,2,0
"Rumah 3lt Cantik Siap Huni Row 2 Mobil Duri Kepa Dekat Tanjung Duren, Jakarta Barat","Rp 2,95 Miliar",5,3,105 m²,225 m²,0,SHM,5500 Watt,0,0,0,3,0
"Rumah Siap Huni View Taman Strategis Tanjung Duren, Jakarta Barat","Rp 3,9 Miliar",4,3,149 m²,200 m²,0,SHM,4400 Watt,0,0,0,2,0
"RUMAH MEWAH 4 LANTAI SEMI FURNISH KAVLING POLRI JELAMBAR, JAKARTA BARAT",Rp 5 Miliar,4,2,113 m²,299 m²,0,SHM,5500 Watt,0,0,0,2,0
"Rumah 2.5lantai bebas banjir dan strategis Duri Kepa, Jakarta Barat","Rp 1,85 Miliar",6,1,68 m²,106 m²,0,SHM,7700 Watt,0,0,0,0,0
"Turun Harga! Rumah 6x13 Bebas Banjir Perumahan Duri Kepa, Jakarta Baraturun Harga! ","Rp 1,42 Miliar",5,1,78 m²,100 m²,0,SHM,5500 Watt,0,0,0,0,0
"*TURUN HARGA!* BISA USAHA! RUMAH BARU 3 LANTAI JALAN RAMAI LANCAR TAMAN RATU, JAKARTA BARAT","Rp 1,5 Miliar",3,3,45 m²,84 m²,0,SHM,4400 Watt,0,0,0,0,0
"RUMAH KOKOH MODERN BEBAS BANJIR JELAMBAR, JAKARTA BARAT","Rp 6,7 Miliar",3,5,176 m²,402 m²,0,SHM,6600 Watt,0,0,0,0,0
"BU! RUMAH 2 LANTAI LEBAR JALAN BESAR TAMAN RATU, JAKARTA BARAT","Rp 2,2 Miliar",3,3,120 m²,200 m²,0,SHM,Lainnya,0,0,0,0,0
"RUMAH BARU SIAP HUNI 4 LANTAI DI KOMPLEK TAMAN HARAPAN INDAH, JELAMBAR, GROGOL, JAKARTA BARAT","Rp 4,6 Miliar",2,4,80 m²,185 m²,0,SHM,4400 Watt,0,0,0,0,0
"Turun Harga! Termurah Di Kelasnya 6x13 Bebas Banjir Tanjung Duren, Jakarta Barat","Rp 1,79 Miliar",3,3,78 m²,120 m²,0,SHM,Lainnya,0,0,0,0,0
Rumah Bagus Siap Huni Full Renovasi di Citra 3 Kalideres Jakarta Barat,"Rp 2,4 Miliar",4,4,96 m²,192 m²,0,Lainnya,2200 Watt,0,0,0,0,0
Rumah 2 Lantai Cantik & Asri Di Duri Permai Kebon Jeruk,Rp 7 Miliar,3,3,372 m²,368 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Rumah Citra 3 Semi Furnish Dekat Tol di Kalideres Jakarta Barat,"Rp 2,75 Miliar",5,3,90 m²,225 m²,0,SHM,4400 Watt,0,0,0,0,0
Turun Harga Rumah Citra Garden 8 Full Renovasi di Kalideres Jakarta Barat,"Rp 2,95 Miliar",4,5,90 m²,180 m²,0,SHM,2200 Watt,0,0,0,0,0
Rumah Bagus Siap Huni Full Renovasi di Citra 3 Kalideres Jakarta Barat,"Rp 2,4 Miliar",4,2,96 m²,192 m²,0,Lainnya,Lainnya,0,0,0,0,0
Rumah 2 Lantai Cantik & Asri Di Duri Permai Kebon Jeruk,Rp 7 Miliar,6,6,372 m²,368 m²,0,SHM,2200 Watt,0,0,0,0,0
Dijual Rumah Citra 3 Semi Furnish Dekat Tol di Kalideres Jakarta Barat,"Rp 2,75 Miliar",4,3,90 m²,225 m²,0,SHM,11000 Watt,0,0,0,0,0
Turun Harga Rumah Citra Garden 8 Full Renovasi di Kalideres Jakarta Barat,"Rp 2,95 Miliar",3,3,90 m²,180 m²,0,SHM,2200 Watt,0,0,0,0,0
Dijual Townhouse Cbd Pluit Garden House di Pluit Jakarta Utara,"Rp 9,25 Miliar",4,8,200 m²,484 m²,0,Lainnya,Lainnya,0,0,0,0,0
Dijual Rumah Cocok Untuk Kos Kosan Atau Bisnis Lain di Tebet Jakarta Selatan.,"Rp 6,5 Miliar",3,4,140 m²,230 m²,0,SHM,6600 Watt,0,0,0,0,0
Dijual Rumah 3 Lantai Full Renovasi di Citra Garden 8 Jakarta Barat,"Rp 2,95 Miliar",4,4,90 m²,180 m²,0,SHM,6600 Watt,0,0,0,0,0
"Dijual Rumah 3 Lantai di Casa Jardin Cluster Anthurium, Jakarta Barat","Rp 6,5 Miliar",4,4,144 m²,210 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Rumah Taman Palem Lestari Rapi Dan Bebas Banjir di Jakarta Barat,"Rp 1,8 Miliar",3,3,90 m²,180 m²,0,SHM,6600 Watt,0,0,0,0,0
"Jual Rumah Kebayoran Baru, Jakarta Selatan",Rp 25 Miliar,3,3,368 m²,366 m²,0,SHM,11000 Watt,0,0,0,0,0
Dijual Cepat Rumah Siap Huni Dan Sudah Renovasi di Citra 3 Boulevard Jakarta Barat,"Rp 2,85 Miliar",8,2,120 m²,240 m²,0,SHM,Lainnya,0,0,0,0,0
Rumah Citra 8 Bagus Dan Siap Huni di Kalideres Jakarta Barat,"Rp 3,2 Miliar",4,2,90 m²,165 m²,0,SHM,13200 Watt,0,0,0,0,0
Rumah Baru dan Mewah 3 Lantai Harga Terjangkau di Jakarta Barat,"Rp 5,99 Miliar",4,3,200 m²,465 m²,0,HGB,Lainnya,0,0,0,0,0
Dijual Cepat Rumah Lingkungan Aman dan Siap Huni di Kalideres Jakarta Barat,"Rp 1,27 Miliar",4,3,55 m²,53 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Rumah Furnish di Taman Palem Lestari,"Rp 4,5 Miliar",3,3,133 m²,270 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Cepat Rumah Taman Surya 3 di Jakarta Barat,"Rp 2,4 Miliar",3,5,108 m²,108 m²,0,Lainnya,Lainnya,0,0,0,0,0
Jual Rumah Secondary Dalam Cluster Moh Khafi 1 Jagakarsa ,Rp 785 Juta,3,6,53 m²,45 m²,0,SHM,Lainnya,0,0,0,0,0
Di Jual Termurah Rumah Golf Island Pik Cluster Harmony ,"Rp 4,3 Miliar",3,4,120 m²,200 m²,0,HGB,5500 Watt,0,0,0,0,0
Rumah Tua Jl. Panjang Bisa Zona Komersil,Rp 50 Miliar,5,2,1200 m²,30 m²,0,SHM,Lainnya,0,0,0,0,0
Di Jual Rumah Muara Karang Dan Di Depan Taman -  Lokasi Bagus,"Rp 6,4 Miliar",4,6,240 m²,78 m²,0,Lainnya,2200 Watt,0,0,0,0,0
Rumah Tua Jl. Panjang Bisa Zona Komersil,Rp 50 Miliar,4,4,1200 m²,30 m²,0,SHM,3500 Watt,0,0,0,0,0
"Di Jual Rumah Pantai Mutiara Private Dermaga, Kanal Besar & Langka Jarang Ada ",Rp 28 Miliar,6,2,500 m²,800 m²,0,HGB,Lainnya,0,0,0,0,0
Di Jual Rumah Muara Karang Dan Di Depan Taman -  Lokasi Bagus,"Rp 6,4 Miliar",5,3,240 m²,78 m²,0,Lainnya,3500 Watt,0,0,0,0,0
Di Jual Rumah Gading Villa Tampak Siring Kelapa Gading,Rp 49 Miliar,5,2,1100 m²,1038 m²,0,HGB,3500 Watt,0,0,0,0,0
"Dijual Rumah Hook
sia Huni
jl. Alam Segar
, Pondok Indah,

luas Tanah 234m, 
bangunan 275m, 
hoek
pintu Hadap Timur

2 Lantai
4ktidur (1 Dibawah, 3 Diatas)
3kmandi (1 Dibawah, 2 Diatas)
pantry, Dapur Kotor
full Marmer
kusen Pintu+jendela Jati
garasi 1 Mob","Rp 10,5 Miliar",2,2,234 m²,275 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Rumah Mewah Ancol Puri Marina The Forest,Rp 35 Miliar,5,1,720 m²,1728 m²,0,SHM,Lainnya,0,0,0,0,0
"Dijual
rumah Golflake Residence

","Rp 2,7 Miliar",5,1,90 m²,90 m²,0,SHM,7700 Watt,0,0,0,0,0
"*dijual*
*rumah Mewah*
golf Island
",Rp 26 Miliar,2,3,350 m²,438 m²,0,SHM,Lainnya,0,0,0,0,0
"*dijual*
*rumah Mewah*
golf Island

",Rp 26 Miliar,2,3,350 m²,438 m²,0,Lainnya,11000 Watt,0,0,0,0,0
River Valey,"Rp 4,2 Miliar",2,4,136 m²,240 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Rumah Premier Pavilion Full Furnish di Jakarta Barat,"Rp 3,6 Miliar",3,3,162 m²,300 m²,0,Lainnya,11000 Watt,0,0,0,0,0
Rumah Golden Palm Lokasi Bebas Banjir Dan Jalan 3 Mobil,"Rp 1,49 Miliar",3,4,60 m²,120 m²,0,SHM,7700 Watt,0,0,0,0,0
Rumah Citra 8 Semi Furnish Turun Harga di Kalideres Jakarta Barat,"Rp 3,65 Miliar",2,7,100 m²,200 m²,0,HGB,7700 Watt,0,0,0,0,0
Rumah Hook 3 Lantai 20*20 Taman Surya Jakarta Barat,"Rp 1,25 Miliar",2,10,400 m²,700 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Rumah Muara Karang Murah dan Bebas Banjir di Jakarta Utara,"Rp 4,7 Miliar",3,5,200 m²,500 m²,0,SHM,5500 Watt,0,0,0,0,0
"Dijual Rumat Citra Garden Extention , Kalideres , Jakarta Barat","Rp 1,8 Miliar",3,3,86 m²,150 m²,0,SHM,2200 Watt,0,0,0,0,0
"Di Jual Rumah Pluit Murni Siap Huni Lt 140m, 3 Lantai Semi Furnish SHM","Rp 4,5 Miliar",4,1,140 m²,420 m²,0,SHM,2200 Watt,0,0,0,0,0
Di Jual Rumah Mewah Garden House Pik Lt 15x30 VIEW Danau 2 Lantai ,Rp 32 Miliar,3,4,450 m²,1125 m²,0,Lainnya,Lainnya,0,0,0,0,0
"Dijual Rumah Di Kelapa Gading Lt 238m, Lb 310m2, 7700 Watt","Rp 6,85 Miliar",4,4,238 m²,310 m²,0,Lainnya,Lainnya,0,0,0,0,0
Dijual Cepat Rumah Pluit Murni Hoek Uk 8x19m 3 Lantai 5+1 Kt SHM,Rp 5 Miliar,5,3,152 m²,456 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Cepat Rumah Bendi Jakarta Selatan Lt.595m2 Lb.395m2,"Rp 9,5 Miliar",10,3,595 m²,395 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Rumah Sunter Garden Brand New Minimalis Lt.9x15,"Rp 4,5 Miliar",5,2,135 m²,190 m²,0,Lainnya,16500 Watt,0,0,0,0,0
Di Jual Rumah Pantai Mutiara Siap Huni Luas 540m2,Rp 16 Miliar,4,3,540 m²,1080 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Rumah Grisenda Pik Minimalis 3 Lantai Bagus Siap Huni Lt. 10x20m Lb. 400m,Rp 8 Miliar,5,3,200 m²,400 m²,0,Lainnya,Lainnya,0,0,0,0,0
Dijual Rumah di Mitra Gading Villa Kelapa Gading Lt 233 Lb 400 SHM ,Rp 8 Miliar,2,3,233 m²,400 m²,0,SHM,Lainnya,0,0,0,0,0
Di Jual Rumah Pluit Siap Huni Lt 10x20 Lb 150m2 1. Lantai Siap Pakai Tinggal Masuk,"Rp 5,5 Miliar",4,3,200 m²,150 m²,0,SHM,Lainnya,0,0,0,0,0
Jual Cepat Rumah Kenari Golf Pik Lokasi Belakang Pasar di Jakarta Utara,"Rp 4,7 Miliar",5,3,120 m²,240 m²,0,SHM,10600 Watt,0,0,0,0,0
Dijual Rugi Rumah Taman Palem Lestari Sudah Renovasi di Jakarta Barat,"Rp 1,9 Miliar",3,6,90 m²,225 m²,0,Lainnya,11000 Watt,0,0,0,0,0
Dijual Rumah Citra 5 SHM dan Harga Nego di Jakarta Barat,Rp 2 Miliar,3,2,128 m²,128 m²,0,SHM,Lainnya,0,0,0,0,0
Rumah Golf Island Pik Full Furnish Elit di Jakarta Utara,"Rp 3,5 Miliar",3,4,75 m²,225 m²,0,Lainnya,Lainnya,0,0,0,0,0
Dijual Rumah Lux Brand New Tropical Concept In Trimaran Permai Lb 1300m2,Rp 60 Miliar,4,8,600 m²,1300 m²,0,Lainnya,Lainnya,0,0,0,0,0
"Dijual Rumah di Akasia Pik 1 Lt 12x25m2, SHM","Rp 13,5 Miliar",4,3,300 m²,300 m²,0,SHM,2200 Watt,0,0,0,0,0
Dijual Rumah di Pulomas atticroom+rooftop city View Komplek Pulomas Raya,"Rp 5,85 Miliar",4,3,145 m²,450 m²,0,Lainnya,Lainnya,0,0,0,0,0
Di Jual Rumah Taman Kebon Jeruk Intercon Siap Huni Lt 18x30m,Rp 19 Miliar,3,3,540 m²,464 m²,0,SHM,33000 Watt,0,0,0,0,0
Dijual Rumah Permata Buana Cluster Pulau Panggang Bangunan Baru Modern Minimalis View Taman,"Rp 11,5 Miliar",6,2,200 m²,700 m²,0,Lainnya,13300 Watt,0,0,0,0,0
Dijual Termurah Rumah Golf Island Pik Uk 12x20 Kt 4+1 Full Furnished Full Renovasi Bagus ,"Rp 13,9 Miliar",2,2,240 m²,240 m²,0,Lainnya,10000 Watt,0,0,0,0,0
Dijual Rumah Hoek Jl Senjaya I Keb Baru Jaksel Lt 740m Lb 485m SHM ,Rp 62 Miliar,4,2,740 m²,485 m²,0,SHM,Lainnya,0,0,0,0,0
Dijual Rumah Hoek di Muara Karang Lt 360m2 2 Lantai SHM,"Rp 8,9 Miliar",8,0,360 m²,450 m²,0,SHM,Lainnya,0,0,0,0,0
"Dijual Rumah Pantai Mutiara Lt 312m, Lb 456m SHM",Rp 11 Miliar,4,0,312 m²,456 m²,0,Lainnya,5500 Watt,0,0,0,0,0
 Rumah Venice Pik Lt 240m2 12x20 Lb 345m2 Semi Furnish L ,Rp 9 Miliar,4,0,240 m²,345 m²,0,SHM,3500 Watt,0,0,0,0,0
"Dijual Rumah Muara Karang Brand New 3,5 Lt di Jakarta Utara","Rp 2,65 Miliar",4,0,67 m²,67 m²,0,SHM,2200 Watt,0,0,0,0,0
Dijual Rumah Muara Karang Harga Nego di Jakarta Utara,Rp 4 Miliar,3,0,160 m²,250 m²,0,Lainnya,Lainnya,0,0,0,0,0
Dijual Rugi Rumah Tanjung Duren 500 M Akses Tol Meruya,"Rp 7,75 Miliar",2,0,300 m²,833 m²,0,SHM,Lainnya,0,0,0,0,0
