Nama,Harga,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Sertifikat,Daya Listrik,Kamar Tidur Pembantu,Kamar Mandi Pembantu,Garasi,Jumlah Lantai,Kondisi Properti
Dijual Rumah 100 Brand New Model American Classic Di Senopati Area Scbd,Rp 35 Miliar,12,4,261 m²,650 m²,0,SHM,7700 Watt,0,0,0,2,Bagus
Dijual Rumah di Pluit Lt 17x20m 3 Lantai Jalan Lebar Lokasi Strategis,"Rp 15,9 Miliar",3,3,340 m²,650 m²,0,SHM,7700 Watt,0,0,0,2,Baru
Dijual Rumah di Menteng Jakpus Lt 500m Lb 700m 4 Kt,Rp 50 Miliar,12,3,500 m²,700 m²,0,Lainnya,10600 Watt,0,0,0,3,Baru
Turun Hargaaaa Dijual Rumah Bgm,"Rp 10,5 Miliar",5,4,230 m²,230 m²,0,SHM,2200 Watt,0,0,0,2,Baru
RUMAH SIAP HUNI JELAMBAR GROGOL PETAMBURAN JAKARTA BARAT ,"Rp 1,95 Miliar",4,3,85 m²,170 m²,0,SHM,7700 Watt,0,0,0,3,Baru
"For Sale
pondok Indah
dekat Bukit Golf
jakarta Selatan

luas Tanah  391 M²
(lebar Depan 15 M²x 29 M²)
luas Bangunan 374 M²

kamar Tidur 4 +1 (staff) 
kamar Mandi 3 + 1 (staff)

gudang Luas

listrik 10.600 Watt

taman Belakang
shm

modern Design, Split Lev","Rp 19,5 Miliar",3,4,391 m²,374 m²,0,SHM,Lainnya,0,0,0,1,Bagus
"Di Jual Rumah Bgm Pikpik Flamboyan Golf- 12x23, 2.5 Lantai- Hadap Timur Laut- Shm, 5+1kt, 3+2km- Semi Furnish, 5500w, Air Wtp- 2 Dapur, 1 Garasi, 2 Carport- Kondisi Rumah Mulus- Hanya Perlu Cat Uda Clean Lagirp12,5mkt","Rp 12,5 Miliar",3,5,276 m²,276 m²,0,SHM,Lainnya,0,0,0,3,Bagus
"Dijual Rumah Siap Huni
pondok Indah
jakarta Selatan
alam Elok

luas Tanah  300 M²
luas Bangunan  400 M²
 
▪︎listrik Pln 11.000va/Tarif R3; 
air Pam-Palyja + Sumur Dalam Dgn Deep-Well Submissible Pump Dilengkapi Dgn Underground Rc Tank 6m3 

▪︎overhead Fib",Rp 12 Miliar,3,3,300 m²,400 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Dijual Segera Barang Barang Bagus & Rapi Sudah Renov Keren Rumah Golf Island Pikuk 8x20 Serenade Palm Full Bangunan Dan Furnished Interior Bagus • 2 Lantai • Lantai Sudah Marmer • K.tdr 3+1 | K.mnd 3+1 • Sudah Sertifikat • Bisa Kprharga 7.5 M Arf,"Rp 7,5 Miliar",3,3,160 m²,160 m²,0,Lainnya,33000 Watt,0,0,0,2,Bagus
"Di Jual Rumah Muara Karang Blk 7 

bangunan 3 Tahun
7x20
2 Lantai
kt 3+1
km 3
shm
tinggi Dri Jln
jalan 3 Mobil
utara
shm
5m Nego

ssu",Rp 5 Miliar,3,2,140 m²,140 m²,0,SHM,Lainnya,0,0,0,2,Bagus
"For Sale Rumah Kelapa Gading 
kelapa Puan Timur
jakarta Utara

lokasi Di Belakang Mall Kelapa Gading [mkg], Sangat Strategis.

lt.377 (16x23.5), Huk
sertifikat Hak Milik (shm)
5+1 Kt, 4+1 Km
carport 6 Mobil
pln 5.500w + 7.700w
air Pam, Jalan Lebar
hadap T",Rp 10 Miliar,4,2,377 m²,376 m²,0,SHM,Lainnya,0,0,0,2,Bagus
"Dijual
rumah Baru Pondok Indah
jakarta Selatan 

modern Tropical Style 
siap Huni

spesifikasi:
luas Tanah: 210  Meter
luas Bangunan: 500 Meter
bangunan 3,5 Lantai
kamar Tidur 4
kamar Mandi 4
kamar Asisten 2
kamar Mandi Asisten 1
listrik 7700 Watt
rooftop","Rp 16,5 Miliar",3,3,210 m²,500 m²,0,SHM,Lainnya,0,0,0,2,Baru
"Di Jual Rumah Bgm Pik Siap Hunihadap Utaraluas Tanah : 13x18mbangunan 8x18split Level 2lt Dan 3ltkt. 4 + 1km. 3 + 1listrik : 7700 Wattsemi Furnish, Ac 9unit,water Heater Central, Garasi 2 + Carport 2 Mobilshmharga 10.95m Negovn","Rp 10,9 Miliar",4,3,234 m²,144 m²,0,SHM,Lainnya,0,0,0,1,Bagus
Rumah Hoek 2 Lantai Di Kelapa Gading Timur Jakarta Utara,"Rp 3,5 Miliar",4,3,140 m²,350 m²,0,SHM,Lainnya,0,0,0,2,Renovasi Minimum
Rumah baru 3 lantai siap Huni,"Rp 2,6 Miliar",5,4,84 m²,180 m²,0,SHM,6600 Watt,0,0,0,3,Bagus
Dijual Rumah Pik1 Lt 184m2 7700 Watt SHM Semi Furnish,"Rp 7,8 Miliar",6,3,184 m²,184 m²,0,SHM,5500 Watt,0,0,0,2,Sudah Renovasi
Pantai Mutiara Luas : 600m²kt 6+2km 6+2lantai 2full Furnish Full Marmer Harga 850 Jt Nego Ly,Rp 850 Juta,3,5,600 m²,600 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Di Jual Rumah Di Pluit Siap Huni Lt. 19x20lb. 400m22 Lantai + Full Dak Lt 3kt. 5+1km. 4+1hadap Barat Utara Shm Open 12m Negovn,Rp 12 Miliar,5,9,380 m²,400 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Di Jual Rumah Mewah Pondok Indah & Ada Kolam Renang,Rp 60 Miliar,4,2,1200 m²,1800 m²,0,SHM,Lainnya,0,0,0,1,Sudah Renovasi
Dijual Rumah di Mediterania Resort Pik Lt 15x35m2 Lb 900m2 Semi Furnish,Rp 33 Miliar,6,5,525 m²,900 m²,0,HGB,Lainnya,0,0,0,3,Sudah Renovasi
Dijual Rumah Green Lake City Amerika Latin 10x18m2 Lb 250 Semi Furnish ,"Rp 5,3 Miliar",6,3,180 m²,250 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Dijual Rumah Muara Karang Blok 9 Lt 6x25m2 2 Lantai SHM,"Rp 4,1 Miliar",2,5,150 m²,300 m²,0,SHM,Lainnya,0,0,0,3,Bagus
"For Salepluit Sakti- 8x23, 2.5 Lantai- ⁠4+1 Kamar Tidur- ⁠3+1 Kamar Mandi- ⁠1 Garasi, 1 Carport- ⁠16.000w, Pam- ⁠sertifikat Hak Milik (shm)- ⁠hadap Timur- ⁠jalan Lebarrp8,3mkt","Rp 8,3 Miliar",3,5,414 m²,414 m²,0,SHM,Lainnya,0,0,0,2,Sudah Renovasi
*dijual Rumah Mewah Pondok Indah*●,Rp 56 Miliar,3,2,1375 m²,500 m²,0,SHM,5500 Watt,0,0,0,1,Bagus
Dijual Cepat Rumah di Kano Permai Pik Lt.7x15m 2 Lantai,"Rp 4,5 Miliar",7,4,105 m²,210 m²,0,Lainnya,6600 Watt,0,0,0,2,Bagus
"Dijual Rumah di 5 Lantai di Florence Pik Lt 200m, Lb 650m, 6.600 Watt Full Furnsh",Rp 12 Miliar,5,2,200 m²,650 m²,0,Lainnya,Lainnya,0,0,0,2,Sudah Renovasi
Dijual Rumah Pluit Timur 12x22m 2 Lantai,"Rp 8,5 Miliar",3,7,264 m²,528 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Dijual Perumahan Taman Grisenda Lt 8x18m2 3 Lantai Kondisi Standar,"Rp 5,5 Miliar",3,5,144 m²,432 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
"Dijual Rumah Golf Island Cluster Harmony 6x15m, Semi Furnish Sdh Ajb","Rp 3,25 Miliar",3,4,90 m²,90 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Dijual Rumah Green Lake City Amerika Latin 10x18m2 Lb 250 Semi Furnish ,"Rp 5,3 Miliar",3,3,180 m²,250 m²,0,Lainnya,Lainnya,0,0,0,2,Sudah Renovasi
Dijual Rumah Muara Karang Blok 9 Lt 6x25m2 2 Lantai SHM,"Rp 4,1 Miliar",3,3,150 m²,300 m²,0,SHM,6600 Watt,0,0,0,2,Bagus
"For Salepluit Sakti- 8x23, 2.5 Lantai- ⁠4+1 Kamar Tidur- ⁠3+1 Kamar Mandi- ⁠1 Garasi, 1 Carport- ⁠16.000w, Pam- ⁠sertifikat Hak Milik (shm)- ⁠hadap Timur- ⁠jalan Lebarrp8,3mkt","Rp 8,3 Miliar",5,3,414 m²,414 m²,0,SHM,5500 Watt,0,0,0,2,Baru
*dijual Rumah Mewah Pondok Indah*●,Rp 56 Miliar,3,3,1375 m²,500 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Dijual Cepat Rumah di Kano Permai Pik Lt.7x15m 2 Lantai,"Rp 4,5 Miliar",5,5,105 m²,210 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Dijual Rumah Pluit Timur 12x22m 2 Lantai,"Rp 8,5 Miliar",4,5,264 m²,528 m²,0,Lainnya,4400 Watt,0,0,0,2,Bagus
"Dijual Rumah di 5 Lantai di Florence Pik Lt 200m, Lb 650m, 6.600 Watt Full Furnsh",Rp 12 Miliar,4,4,200 m²,650 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Dijual Perumahan Taman Grisenda Lt 8x18m2 3 Lantai Kondisi Standar,"Rp 5,5 Miliar",10,3,144 m²,432 m²,0,Lainnya,Lainnya,0,0,0,2,Butuh Renovasi
"Dijual Rumah Golf Island Cluster Harmony 6x15m, Semi Furnish Sdh Ajb","Rp 3,25 Miliar",5,3,90 m²,90 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
"Dijual Segera Rumah Mewah Di Kebayoran Baru Lt350m, Lb 400m 7.700watt ",Rp 35 Miliar,5,6,350 m²,400 m²,0,SHM,Lainnya,0,0,0,2,Butuh Renovasi
"Dijual Rumah Mewah Cantik Pantai Mutiara Lt 609m2 Lb 1200m, 4 Lantai HGB ","Rp 40,5 Miliar",4,3,609 m²,1200 m²,0,HGB,Lainnya,0,0,0,3,Butuh Renovasi
"Di Jual Rumah Siap Huni di Muara Karang 8x15 2,5lt Brand New Minimalis","Rp 4,5 Miliar",5,2,120 m²,300 m²,0,SHM,7700 Watt,0,0,0,2,Bagus
"Dijual Rumah di 5 Lantai di Florence Pik Lt 200m, Lb 650m, 6.600 Watt Full Furnsh",Rp 12 Miliar,4,3,200 m²,650 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Dijual Rumah 2 Lt di Premier Pavilion Kalideres,"Rp 6,5 Miliar",3,2,275 m²,350 m²,0,SHM,4400 Watt,0,0,0,2,Bagus
Dijual Murah Rumah Rome Pik Uk 10x25m2,"Rp 9,3 Miliar",3,3,250 m²,230 m²,0,SHM,5500 Watt,0,0,0,2,Bagus
Dijual Cepat Rumah Golf Lake Cengkareng,"Rp 5,3 Miliar",4,3,160 m²,320 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Dijual Cepat Rumah Marina Ancol Barat Jakut,Rp 8 Miliar,4,5,250 m²,500 m²,0,HGB,Lainnya,0,0,0,2,Bagus
"Dijual Rumah Pluit Bangunan Baru Luas 200m2 10x20 3,5 Lantai Modern Minimalis High Ceiling","Rp 9,8 Miliar",4,4,200 m²,700 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
"Dijual Rumah Camar Elok, Pik Luas 8x27m2","Rp 7,5 Miliar",4,4,216 m²,432 m²,0,SHM,Lainnya,0,0,0,2,Bagus
"Dijual Murah Banget Rumah Pik Cluster Gold Coast Pik 1 Lt 20 X 30 600 M2, Lb 900m2, Posisi Hoek HGB",Rp 21 Miliar,2,3,600 m²,900 m²,0,HGB,Lainnya,0,0,0,2,Bagus
"Dijual Rumah Camar Elok, Pik Luas 8x27m2","Rp 7,5 Miliar",6,2,216 m²,432 m²,0,SHM,Lainnya,0,0,0,2,Bagus
"Dijual Murah Banget Rumah Pik Cluster Gold Coast Pik 1 Lt 20 X 30 600 M2, Lb 900m2, Posisi Hoek HGB",Rp 21 Miliar,4,6,600 m²,900 m²,0,HGB,Lainnya,0,0,0,2,Bagus
"Dijual Rumah Mewah Kelapa Puan, Kelapa Gading Jakut, Lt 377 m² Lb 500 m² Hook","Rp 9,9 Miliar",5,4,377 m²,500 m²,0,SHM,Lainnya,0,0,0,2,Bagus
"Dijual Rumah di Walet Indah Pik Ukuran 7x25m, 2 Lantai Selatan Siap Huni Semi Furnish","Rp 5,2 Miliar",3,5,175 m²,350 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Dijual Cepat Rumah Baru Siap Huni Di Pluit Permai Jakarta Utara,Rp 4 Miliar,4,4,110 m²,165 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Rumah Golf Lake Reidence SHM Unfurnished,"Rp 5,6 Miliar",5,5,144 m²,208 m²,0,SHM,Lainnya,0,0,0,3,Bagus
Dijual Rumah 2lt SHM di Perumahan Kresek Indah Jakarta Barat,"Rp 1,25 Miliar",3,3,85 m²,97 m²,0,SHM,5500 Watt,0,0,0,2,Bagus
"Dijual Rumah Baru 2lt 3kt 3km Spek Tinggi di Duri Kosambi, Jakbar",Rp 3 Miliar,3,3,120 m²,200 m²,0,Lainnya,5500 Watt,0,0,0,2,Bagus
Dijual Disewa Rumah Pik Cluster Venice Uk.12 X 30 2 Lt,Rp 14 Miliar,4,3,360 m²,720 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Di Jual Termurah Bgm Akasia Lt 12x25 Kmr Tdr 4+1 SHM,"Rp 13,5 Miliar",4,3,300 m²,300 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Dijual Rumah 3kt 3km SHM di Greenlake Amerika Latin Jakbar,"Rp 3,9 Miliar",3,2,144 m²,147 m²,0,SHM,Lainnya,0,0,0,2,Sudah Renovasi
"Di Jual Sewa Rumah Mediteranian Kanal Pantai Mutiara Lt 650m, Ada Kolam Renang View Apartemen Regatta",Rp 42 Miliar,4,3,650 m²,650 m²,0,SHM,4400 Watt,0,0,0,2,Bagus
"Dijual rumah Bgm, Pik Siap Huni 13x18",Rp 11 Miliar,3,2,234 m²,234 m²,0,SHM,2200 Watt,0,0,0,2,Bagus
Dijual Rumah di Mk Blok 7 Lt 6 X 20 2 Lantai Hdp Selatan,"Rp 3,5 Miliar",3,3,120 m²,240 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Dijual Rumah Pluit Permai Hoek Jalan Lebar Lokasi Strategis,"Rp 15,9 Miliar",5,5,340 m²,650 m²,0,SHM,23000 Watt,0,0,0,2,Bagus
Dijual Rumah di Kebayoran Baru Jaksel Lt 709m 2 Lantai SHM,Rp 90 Miliar,5,4,709 m²,1418 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Di Jual Cepat Rumah Siap Huni Rumah Pik Walet Uk 175 M,"Rp 5,5 Miliar",3,3,175 m²,350 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
"Dijual Rumah Mewah Citra 6 Orange Heliconia
","Rp 9,97 Miliar",5,4,288 m²,560 m²,0,SHM,Lainnya,0,0,0,1,Bagus
"Jual Rumah Puri Botanical Residence, Cluster Eugenia, Joglo, Jakarta Barat","Rp 5,9 Miliar",6,9,198 m²,213 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Rumah Mewah di Bintaro Jaya Sektor 3 Siap Huni,"Rp 7,3 Miliar",4,5,250 m²,420 m²,0,SHM,Lainnya,0,0,0,1,Baru
Rumah Mewah di Bintaro Jaya Sektor 3 Siap Huni,"Rp 7,3 Miliar",4,3,250 m²,420 m²,0,SHM,Lainnya,0,0,0,1,Bagus
Rumah Tua Hitung Tanah Luas Kalideres Cocok Untuk Usaha,"Rp 6,5 Miliar",4,3,433 m²,200 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Rumah Dijual di Greenlake City Cluster Amerika,"Rp 3,5 Miliar",5,2,144 m²,150 m²,0,Lainnya,Lainnya,0,0,0,4,Bagus
Dijual Rumah di Taman Permata Pelem 2 Lantai SHM,"Rp 1,25 Miliar",2,5,55 m²,60 m²,0,SHM,Lainnya,0,0,0,2,Baru
Dijual Rumah Bagus 3lantai Citra Puri Garden Semanan,"Rp 4,99 Miliar",8,2,178 m²,228 m²,0,SHM,4400 Watt,0,0,0,3,Bagus
"Rumah Kramat Pela Kebayoran Baru, Jakarta Selatan",Rp 18 Miliar,5,5,350 m²,700 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Dijual Rumah Metland Puri Cluster East Terrace SHM,"Rp 3,9 Miliar",2,6,108 m²,220 m²,0,SHM,Lainnya,0,0,0,3,Bagus
"Dijual Rumah Kayara Pik Sangat Rapi Dan Siap Huni Lt 6x15m, 2,5 Lantai SHM","Rp 4,2 Miliar",6,3,90 m²,225 m²,0,SHM,Lainnya,0,0,0,3,Bagus
Dijual Termurah Rumah Layar Permai Pik 8x15 2 Lantai Standardd,"Rp 4,4 Miliar",5,5,120 m²,240 m²,0,Lainnya,Lainnya,0,0,0,3,Bagus
"""DIJUAL"" Rumah KAYARA - PIK  Sangat Rapi dan Siap Huni Uk 6x15m2, 2,5 Lantai SHM","Rp 4,2 Miliar",3,5,90 m²,225 m²,0,SHM,Lainnya,0,0,0,3,Bagus
"Dijual Rumah Bagus Siap Huni Taman Ratu, Kedoya Jakbar Jl Taman Ratu Kedoya Jakbar Lt 195m Lb 250m","Rp 5,5 Miliar",4,4,195 m²,250 m²,0,Lainnya,Lainnya,0,0,0,1,Bagus
"Rumah Pinisi Indah, Pik Lt 459m 17 X27m Lb 325 M2 2.5 Lantai Semi Furnish",Rp 18 Miliar,4,2,459 m²,325 m²,0,SHM,Lainnya,0,0,0,2,Bagus
"Dijual Town House Pik Uk 8x15m2, 3 Kt HGB","Rp 4,45 Miliar",4,2,120 m²,120 m²,0,HGB,Lainnya,0,0,0,2,Bagus
"Jual Town House Mayang Permai Pik Lt 9,5x16 152m2 Lb + 430m2, 3,5 Lantai Furnish ","Rp 8,9 Miliar",3,5,152 m²,450 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Dijual Rumah Mewah Siap Huni Golf Island Cluster Chopin Uk 8x25 3 Lantai ,Rp 18 Miliar,3,2,200 m²,600 m²,0,Lainnya,Lainnya,0,0,0,3,Bagus
"Dijual Rumah Furnish Full Renov 3lt, Casajardin Daanmogot Jakbar","Rp 3,18 Miliar",5,5,90 m²,210 m²,0,Lainnya,Lainnya,0,0,0,4,Bagus
Dijual Rumah di Pluit Kencana Ry Lt 758m Lb 800m2 2 Lantai Huk ,Rp 26 Miliar,3,3,758 m²,800 m²,0,SHM,Lainnya,0,0,0,3,Bagus
"Dijual Rumah Jl Pasuruan, Menteng Jakpus Lt 909m, Lb 600m SHM",Rp 59 Miliar,4,2,909 m²,600 m²,0,Lainnya,Lainnya,0,0,0,2,Sudah Renovasi
Dijual Rumah Siap Huni Jl Panglima Polim V Jaksel Lt 465m Hoek SHM,Rp 37 Miliar,3,3,465 m²,500 m²,0,SHM,Lainnya,0,0,0,3,Bagus
"Dijual Rumah Pondok Indah Estate Lt 241 Lb 350m, SHM Ada Swimming Pool","Rp 11,5 Miliar",3,3,241 m²,350 m²,0,Lainnya,Lainnya,0,0,0,2,Baru
Dijual Rumah Siap Huni Jl Panglima Polim V Jaksel Lt 465m Hoek SHM,Rp 37 Miliar,3,4,465 m²,500 m²,0,SHM,Lainnya,0,0,0,3,Bagus
"Dijual Rumah Pondok Indah Estate Lt 241 Lb 350m, SHM Ada Swimming Pool","Rp 11,5 Miliar",4,2,241 m²,350 m²,0,Lainnya,Lainnya,0,0,0,1,Butuh Renovasi
Dijual Rumah Golf Island Cluster Piano 2 Lantai Full Furnish 8x15m2,"Rp 4,5 Miliar",4,5,120 m²,240 m²,0,Lainnya,5500 Watt,0,0,0,4,Bagus
"Di Jual Rumah Siap Huni di Muara Karang 8x15 2,5lt Brand New Minimalis Shm","Rp 4,5 Miliar",4,2,120 m²,300 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Dijual Rumah Baru Fully Furnished Mewah Di Menteng Jakarta Pusat Luas Bangunan 1.200m2,Rp 70 Miliar,5,1,474 m²,1200 m²,0,Lainnya,2200 Watt,0,0,0,2,Bagus
"Dijual Cepat Rumah Pluit Timur Lama Lt.379m,lb.600m2",Rp 15 Miliar,3,2,379 m²,600 m²,0,Lainnya,Lainnya,0,0,0,3,Bagus
Rumah Dijual di Pondok Indah Jakarta Selatan Brand New Siap Huni,"Rp 9,3 Miliar",2,3,140 m²,390 m²,0,Lainnya,7700 Watt,0,0,0,1,Bagus
Dijual Rumah Brand New Alam Asri Lt 300 450m2 Swimming Pool,Rp 21 Miliar,5,4,300 m²,450 m²,0,Lainnya,7700 Watt,0,0,0,2,Bagus
Di Jual Cepat Rumah Siap Huni Pik 2 Tinggal Masuk Rumah Pik2 Thp 1,Rp 2 Miliar,2,5,60 m²,120 m²,0,Lainnya,Lainnya,0,0,0,2,Baru
Dijual Rumah Lotus Palace Pik Lt 1100m² lb 2800m² Furnish Super Mewah View Danau,Rp 70 Miliar,4,3,1100 m²,2800 m²,0,SHM,7700 Watt,0,0,0,2,Bagus
Dijual Rumah Classic Rapih Mayang Lokasi Asri Ls 16 X 25.5 407 Lb + 800m2,Rp 19 Miliar,9,4,407 m²,800 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Rumah Mewah Brand New di Pesanggrahan Bintaro Sektor 1,"Rp 3,9 Miliar",2,5,120 m²,246 m²,0,SHM,11000 Watt,0,0,0,2,Bagus
"Dijual Rumah di Pulo Mas Jaktim Lt 145m2, 4 Lantai Bebas Banjir, Semi Furnish","Rp 5,85 Miliar",4,4,145 m²,450 m²,0,Lainnya,Lainnya,0,0,0,2,Bagus
Di Jual Rumah Baru Cilandak Sebrang Citos Lt 515 M2 Kotak Lb 400m2 SHM ,"Rp 14,5 Miliar",9,3,515 m²,400 m²,0,SHM,Lainnya,0,0,0,2,Bagus
Rumah Pluit Hadap Selatan Tipe Minimalis Lt. 330m2 Lb. 500m2,"Rp 7,59 Miliar",4,5,330 m²,500 m²,0,SHM,Lainnya,0,0,0,2,Bagus
"Dijual Rumah di Sunter Mediterania Ux 6x18m2, 2 Lantai Jalanan Bisa 3 Mobil 3","Rp 3,3 Miliar",8,6,108 m²,206 m²,0,Lainnya,7700 Watt,0,0,0,2,0
Dijual Rumah Pinisi Pik Bangunan Lama Ls 490m SHM Badan Utara,"Rp 17,5 Miliar",5,4,409 m²,409 m²,0,SHM,Lainnya,0,0,0,2,0
Dijual Rumah Pluit 15x25m Lb 850m 7.700 Watt ,"Rp 10,5 Miliar",6,3,375 m²,850 m²,0,SHM,Lainnya,0,0,0,4,0
"Dijual Rumah di Grisenda Lt 8x18m2, 2 Lantai SHM","Rp 4,3 Miliar",7,4,144 m²,288 m²,0,SHM,Lainnya,0,0,0,2,0
Dijual Rumah Jl Cemara Menteng Jakpus Lt 360m Lb 200m,Rp 23 Miliar,3,4,360 m²,200 m²,0,Lainnya,5500 Watt,0,0,0,3,0
"Dijual Rumah di Grisenda Lt 8x18m2, 2 Lantai SHM","Rp 4,3 Miliar",5,4,144 m²,288 m²,0,SHM,Lainnya,0,0,0,3,0
Dijual Rumah Jl Cemara Menteng Jakpus Lt 360m Lb 200m,Rp 23 Miliar,4,5,360 m²,200 m²,0,Lainnya,1300 Watt,0,0,0,2,0
Rumah mewah PIK 10x25 furnish bagus jarang ada  LT. 10x25m LB.-/+300m,Rp 13 Miliar,4,4,250 m²,300 m²,0,SHM,13200 Watt,0,0,0,2,0
Dijual Rumah di Pluit Barat 19x25m Lb 700 Semi Furnish Kondisi Rapi,Rp 16 Miliar,4,4,475 m²,700 m²,0,Lainnya,Lainnya,0,0,0,2,0
Dijual Rumah Siap Huni di Kelapa Gading Jl Kelapa Cengkir Lt 8x20m Lb 300m2,"Rp 3,98 Miliar",5,4,160 m²,300 m²,0,Lainnya,7700 Watt,0,0,0,2,0
Di jual rmh grisenda full renovasi   Uk  6 x 18.5 Kmr  3+ 1 kmr pembantu Ac 5 Semi furnished Hadap timur 3.5 Lt,"Rp 4,5 Miliar",4,2,111 m²,388 m²,0,SHM,24000 Watt,0,0,0,3,0
Dijual Rumah Muara Karang Blk 6  Rumah tinggal  2 lantai SHM 15M Depannya Hadap selatan Samping Hadap barat Di hoek,"Rp 13,5 Miliar",7,6,500 m²,600 m²,0,SHM,1300 Watt,0,0,0,2,0
"Dijual Rumah Widya Chandra Kebayoran Baru, Senayan",Rp 88 Miliar,3,4,709 m²,709 m²,0,Lainnya,11000 Watt,0,0,0,3,0
Dijual Rumah Rumah Bagus di Sunter Paradise Lt lb 170 400m2,"Rp 8,5 Miliar",5,4,170 m²,400 m²,0,Lainnya,11000 Watt,0,0,0,2,0
Dijual Rumah di Menteng Luas 15x32m2 Bangunan 416m2,Rp 20 Miliar,4,4,486 m²,416 m²,0,Lainnya,10600 Watt,0,0,0,1,0
"3 Lantai, Luas Tanah 144 m2, Rapi dan Siap Huni, Rumah di Sunter, Jakarta Utara","Rp 4,7 Miliar",5,4,144 m²,250 m²,0,SHM,Lainnya,0,0,0,2,0
Rumah Dijual di Area Bintaro Sektor 3 Dekat Stasiun Pondok Ranji,"Rp 3,2 Miliar",4,2,330 m²,300 m²,0,SHM,11000 Watt,0,0,0,2,0
"Dijual Rumah di Taman Palem Lestari, Jakarta Barat","Rp 1,55 Miliar",7,6,56 m²,56 m²,0,SHM,10000 Watt,0,0,0,3,0
"Jual Rumah di Permata Hijau, Jakarta Selatan",Rp 20 Miliar,3,4,600 m²,800 m²,0,SHM,Lainnya,0,0,0,2,0
"Dijual Rumah Pinisi Indah, Pik Model Klasik Lt 18x27m2 Semi Furnish",Rp 21 Miliar,5,2,486 m²,1458 m²,0,Lainnya,Lainnya,0,0,0,2,0
"Listing Fresh, Eksclusive Rumah Mewah Pik",Rp 14 Miliar,4,3,300 m²,300 m²,0,SHM,Lainnya,0,0,0,3,0
Di Jual Cepat Rumah Grisenda PIK Siap Huni ,"Rp 8,6 Miliar",3,5,200 m²,500 m²,0,SHM,2200 Watt,0,0,0,2,0
Rumah mewah di Patra kuningan ,Rp 35 Miliar,3,4,550 m²,850 m²,0,SHM,3500 Watt,0,0,0,2,0
Rumah Mewah Mega Kuningan Jual Cepat,Rp 30 Miliar,4,3,325 m²,500 m²,0,SHM,2200 Watt,0,0,0,3,0
Dijual Rumah di Perum Ancol Timur Lt 17x30m Furnish HGB,Rp 15 Miliar,4,3,510 m²,395 m²,0,HGB,3300 Watt,0,0,0,3,0
Dijual Rumah di Perum Ancol Timur Lt 17x30m Furnish HGB,Rp 15 Miliar,5,2,510 m²,395 m²,0,HGB,2200 Watt,0,0,0,2,0
Di Jual Rumah Pantai Mutiara & Siap Huni,Rp 13 Miliar,4,4,375 m²,450 m²,0,SHM,Lainnya,0,0,0,2,0
Dijual Cepat Rumah Muara Karang Uk 8x15 2 Lantai Full Bangunan Renov Bagus,"Rp 4,4 Miliar",3,2,120 m²,120 m²,0,SHM,2200 Watt,0,0,0,2,0
Di Jual Rumah Bukit Golf Mediterania Pantai Indah Kapuk & Siap Huni,"Rp 5,5 Miliar",4,2,150 m²,300 m²,0,SHM,1300 Watt,0,0,0,1,0
"Jual Rumah Mewah di Menteng, Jakarta Pusat",Rp 45 Miliar,3,3,920 m²,680 m²,0,HGB,3500 Watt,0,0,0,2,0
"Dijual Rumah Bagus Di Citra 3, Jakarta Barat","Rp 2,7 Miliar",2,2,90 m²,90 m²,0,SHM,3500 Watt,0,0,0,2,0
Rumah Mewah 3 Lantai Taman Surya 5,"Rp 2,7 Miliar",3,5,87 m²,170 m²,0,HGB,Lainnya,0,0,0,3,0
"Dijual Rumah Baru 2lt 3kt 3km di Jalur Utama, Duri Kosambi, Jakbar","Rp 2,5 Miliar",2,2,90 m²,160 m²,0,Lainnya,Lainnya,0,0,0,2,0
